ID,Aired,Duration,Episodes,Genres,Popularity,Ranked,Rating,Score,ScoredBy,Source,Status,Studios,Title,Type
6217,15-Apr-95,1 hr. 36 min.,1,"Sci-Fi, Comedy, Historical, Kids, Shounen",6291,2916,G - All Ages,7.14,925,Manga,Finished Airing,Shin-Ei Animation,Crayon Shin-chan Movie 03: Unkokusai no Yabou,Movie
6219,19-May-12,1 hr. 45 min.,1,"Fantasy, Romance, Slice of Life",4810,3021,G - All Ages,7.12,1109,Novel,Finished Airing,Toei Animation,Nijiiro Hotaru: Eien no Natsuyasumi,Movie
6220,"Mar 13, 2009 to Jun 12, 2009",30 min. per ep.,2,Hentai,5972,/A,Rx - Hentai,6.46,872,Visual novel,Finished Airing,Y.O.U.C,Musuko no Tomodachi ni Okasarete (The Cougar Trap),OVA
6226,"Nov 22, 2006 to Dec 21, 2006",15 min. per ep.,2,"Action, Drama, Fantasy",5342,5099,PG-13 - Teens 13 or older,6.58,842,Unknown,Finished Airing,OLM,Utawarerumono Recaps,Special
6227,28-Mar-07,28 min.,1,"Comedy, Drama, Ecchi, Harem, Music",7020,5909,PG-13 - Teens 13 or older,6.35,358,Unknown,Finished Airing,"None found, add some",Lovedol: Lovely Idol OVA (Lovedol ~Lovely Idol~),OVA
6229,"Dec, 1993 to Aug, 2003",40 min. per ep.,32,"Action, Drama, Historical, Military",7467,4522,PG-13 - Teens 13 or older,6.72,73,Unknown,Finished Airing,J.C.Staff,Konpeki no Kantai,OVA
6230,"Feb 21, 1997 to 2002",30 min. per ep.,15,"Action, Drama, Historical, Military",8216,4398,PG-13 - Teens 13 or older,6.75,58,Unknown,Finished Airing,J.C.Staff,Kyokujitsu no Kantai (The Fleet of the Rising Sun),OVA
6231,18-Apr-09,20 min.,1,"Mystery, Shounen",3623,1371,PG-13 - Teens 13 or older,7.57,3627,Unknown,Finished Airing,TMS Entertainment,Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,OVA
6234,"Mar 25, 2008 to Sep 26, 2008",30 sec. per ep.,7,"Parody, Comedy, School",3608,5714,G - All Ages,6.41,3537,Original,Finished Airing,P.A. Works,True Tears Specials,Special
6235,"Apr 29, 2005 to Aug 26, 2005",30 min. per ep.,2,Hentai,5708,/A,Rx - Hentai,6.39,701,Visual novel,Finished Airing,"None found, add some",Immoral,OVA
6245,"Jan 25, 2001 to Jan 23, 2004",12 min. per ep.,3,"Comedy, Sci-Fi, Seinen",7493,4148,R+ - Mild Nudity,6.81,435,Unknown,Finished Airing,Ajia-Do,Spirit of Wonder: China-san Tanpenshuu,Special
6246,"Mar, 2000",22 min.,1,Drama,6347,3586,PG-13 - Teens 13 or older,6.96,611,Unknown,Finished Airing,"None found, add some",Black Jack: Sora kara Kita Kodomo,OVA
6251,"Jan 25, 2008 to Jun 25, 2008",7 min. per ep.,6,"Slice of Life, Comedy",6544,5544,G - All Ages,6.46,540,4-koma manga,Finished Airing,Hal Film Maker,Sketchbook: Full Color&#039;s Picture Drama,Special
6261,"Oct 6, 1979 to Apr 5, 1980",24 min. per ep.,26,"Kids, Adventure, Comedy, Drama",10223,9865,PG - Children,6.43,42,Original,Finished Airing,Nippon Animation,Koguma no Misha,TV
6262,"Oct 7, 1976 to Mar 28, 1979",30 min. per ep.,127,"Adventure, Fantasy, Historical, Drama",8095,2369,G - All Ages,7.29,172,Unknown,Finished Airing,Madhouse,Manga Sekai Mukashibanashi (Manga Fairy Tales of the World),TV
6266,1-Aug-06,24 min.,1,"Drama, School, Slice of Life",7699,7327,PG-13 - Teens 13 or older,5.76,254,Unknown,Finished Airing,Toei Animation,Joseito (School Girl),OVA
6267,30-Jan-07,24 min.,1,"Fantasy, Horror, Magic",9517,9063,None,5.9,40,Unknown,Finished Airing,Toei Animation,Eko Eko Azarak,OVA
6268,29-Jun-07,30 min.,1,Romance,8741,6448,None,6.19,50,Unknown,Finished Airing,Toei Animation,Sekishoku Elegy,OVA
6270,1-Aug-06,42 min.,1,"Fantasy, Horror",7847,5276,None,6.53,84,Unknown,Finished Airing,Toei Video,Neko Machi (Cat City),OVA
6271,1-Aug-06,46 min.,1,Horror,7864,5764,None,6.39,51,Unknown,Finished Airing,Toei Animation,Gendai Kibunroku Kaii Monogatari,OVA
6272,1-Aug-06,48 min.,1,Historical,8331,5998,None,6.33,55,Unknown,Finished Airing,Toei Animation,Zakuro Yashiki,OVA
6273,1-Aug-06,36 min.,1,Historical,10030,11287,None,6.71,17,Unknown,Finished Airing,Toei Animation,Tsuyu no Hito Shizuku,OVA
6275,12-Apr-09,20 min.,1,"Adventure, Fantasy, Kids",3960,3940,PG - Children,6.86,2789,Game,Finished Airing,OLM,Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,Special
6276,1-Mar-90,43 min.,1,Horror,5517,5994,R - 17+ (violence & profanity),6.33,1224,Unknown,Finished Airing,"None found, add some",Umezu Kazuo no Noroi (The Curse of Kazuo Umezu),OVA
6277,"Jan 7, 1976 to Sep 3, 1994",25 min. per ep.,1471,"Fantasy, Historical",8632,5771,G - All Ages,6.39,111,Unknown,Finished Airing,Group TAC,Manga Nippon Mukashibanashi (1976),TV
6280,17-Jul-10,22 min.,1,"Action, Fantasy, Military",2273,2721,R - 17+ (violence & profanity),7.19,12922,Manga,Finished Airing,Studio Anima,Cat Shit One,ONA
6281,11-Jul-09,1 hr. 5 min.,1,"Sci-Fi, Seinen",5369,8066,PG-13 - Teens 13 or older,5.16,684,Original,Finished Airing,"None found, add some",Asylum Session (The Asylum Session),Movie
6286,"Mar 23, 2009 to Nov 25, 2009",25 min. per ep.,2,"Hentai, Yuri",5250,/A,Rx - Hentai,6.23,1026,Visual novel,Finished Airing,"None found, add some",Anata no Shiranai Kangofu: Seiteki Byoutou 24 Ji,OVA
6287,23-Oct-09,23 min.,1,"Ecchi, Comedy",2397,5789,R+ - Mild Nudity,6.38,10469,Light novel,Finished Airing,Brain's Base,Akikan!: Kan Ippatsu!? Onsen Panic (Akikan! OVA),OVA
6288,18-Sep-10,2 hr.,1,"Action, Mecha, Sci-Fi, Space",1529,1963,R - 17+ (violence & profanity),7.4,24855,Original,Finished Airing,Sunrise,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,Movie
6291,6-Jul-05,5 min.,1,"Action, Adventure, Mecha, Military",1942,1445,PG-13 - Teens 13 or older,7.54,12721,Light novel,Finished Airing,Kyoto Animation,Full Metal Panic! The Second Raid Episode 000,Special
6293,"Jan 28, 1994 to Jun 24, 1994",45 min. per ep.,2,"Action, School, Shounen",6389,3307,R - 17+ (violence & profanity),7.04,784,Manga,Finished Airing,"None found, add some",Koukou Butouden Crows (Crows),OVA
6297,22-Nov-08,4 min. per ep.,12,"Action, Adventure, Comedy, Kids, Super Power",8553,4046,G - All Ages,6.83,197,Unknown,Finished Airing,"None found, add some",Kamen Rider Den-O: Imagin Anime 2,OVA
6299,"Mar 25, 2009 to Aug 21, 2009",1 min. per ep.,11,Comedy,4793,2080,PG - Children,7.37,1734,Light novel,Finished Airing,Studio Deen,Maria-sama ga Miteru 4th Specials,Special
6303,"Apr 2, 1967 to Apr 14, 1968",25 min. per ep.,54,"Adventure, Comedy",8268,5466,PG - Children,6.48,279,Unknown,Finished Airing,"None found, add some",Perman,TV
6305,25-Jan-03,4 min.,1,"Music, School",6574,7455,G - All Ages,5.68,838,Unknown,Finished Airing,"None found, add some",Life no Color,Movie
6310,14-Jul-01,30 min.,1,Comedy,8513,5034,PG-13 - Teens 13 or older,6.59,179,Unknown,Finished Airing,Toei Animation,Kinnikuman II Sei: Second Generations,Movie
6311,"Oct 4, 1971 to Mar 27, 1972",25 min. per ep.,26,"Comedy, Kids, Magic, School",8945,6671,PG - Children,6.1,101,Unknown,Finished Airing,Toei Animation,Sarutobi Ecchan,TV
6312,22-Aug-08,21 min.,1,"Action, Adventure, Comedy, Police",6455,2948,PG-13 - Teens 13 or older,7.14,602,Manga,Finished Airing,Studio Deen,Taiho Shichau zo: Full Throttle Special,Special
6318,"Apr 5, 2009 to Jul 16, 2009",12 min. per ep.,3,"Comedy, Ecchi, Magic, Mecha, Parody",6974,7830,PG-13 - Teens 13 or older,5.39,570,Unknown,Finished Airing,"None found, add some",Kigurumikku V3,ONA
6324,"Jan 7, 2010 to Mar 25, 2010",24 min. per ep.,12,"Action, Comedy, Demons, Ecchi, Harem, Romance, Supernatural",473,2858,R+ - Mild Nudity,7.16,71080,Manga,Finished Airing,Zexcs,Omamori Himari,TV
6325,1-Aug-09,1 hr. 35 min.,1,"Action, Comedy, Martial Arts, Shounen, Super Power",757,1602,PG-13 - Teens 13 or older,7.49,54459,Manga,Finished Airing,Studio Pierrot,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,Movie
6327,18-Aug-09,1 min.,1,"Fantasy, Shoujo",5175,6413,PG-13 - Teens 13 or older,6.2,572,Manga,Finished Airing,Yumeta Company,Miracle Train: Chuo-sen e Youkoso,Special
6328,8-Aug-03,26 min.,1,"Hentai, Psychological",6626,/A,Rx - Hentai,5.51,482,Visual novel,Finished Airing,"None found, add some",Bondage Game: Shinsou no Reijoutachi - Shinsou no Doreitachi,Special
6330,"Jan 25, 2006 to Aug 25, 2006",4 min. per ep.,8,"Comedy, Fantasy, Supernatural",3158,4063,PG-13 - Teens 13 or older,6.83,3513,Unknown,Finished Airing,J.C.Staff,Shakugan no Shana: Friagne to Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,Special
6331,3-Jul-88,22 min.,1,"Action, Military, Sci-Fi, Space, Comedy, Parody, Mecha",7836,5845,R+ - Mild Nudity,6.37,309,Original,Finished Airing,"Artmic,       Animate Film",Ten Little Gall Force,OVA
6336,"Mar 12, 2010 to Jun 6, 2014",1 hr. 2 min. per ep.,7,"Action, Drama, Mecha, Military, Sci-Fi, Space",1372,183,PG-13 - Teens 13 or older,8.36,20433,Novel,Finished Airing,Sunrise,Mobile Suit Gundam Unicorn,OVA
6337,"Jun 26, 2009 to Sep 22, 2010",28 min. per ep.,4,Hentai,5078,/A,Rx - Hentai,6.52,1214,Manga,Finished Airing,Office Take Off,Hitoriga The Animation,OVA
6344,5-Aug-09,23 min.,1,"Action, Adventure, Horror, Supernatural, Drama",3217,3086,R - 17+ (violence & profanity),7.1,4363,Manga,Finished Airing,Gainax,Shikabane Hime: Kuro Special,Special
6346,14-Oct-89,10 min.,1,"Comedy, Romance, Shoujo",7196,8230,PG-13 - Teens 13 or older,4.96,644,Manga,Finished Airing,"None found, add some",Cherry no Manma,OVA
6347,"Jan 7, 2010 to Apr 1, 2010",24 min. per ep.,13,"Comedy, Romance, School, Super Power",114,851,PG-13 - Teens 13 or older,7.8,192032,Light novel,Finished Airing,Silver Link.,Baka to Test to Shoukanjuu (Baka &amp; Test - Summon the Beasts),TV
6351,1-Jul-09,24 min.,1,"Drama, Romance, School",414,534,PG-13 - Teens 13 or older,8,100239,Visual novel,Finished Airing,Kyoto Animation,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",Special
6355,8-Nov-08,5 min.,1,Comedy,7676,7023,PG - Children,5.93,410,Original,Finished Airing,Toei Animation,Marie &amp; Gali Episode Zero,Special
6361,24-Aug-07,4 min.,1,"Drama, Music",2177,2593,PG-13 - Teens 13 or older,7.23,9825,Visual novel,Finished Airing,Shaft,ef: A Tale of Memories. - Prologue,Special
6366,21-Mar-86,1 hr. 16 min.,1,"Action, Slice of Life, Comedy, Drama",10334,9725,R+ - Mild Nudity,6.11,37,Unknown,Finished Airing,"None found, add some",Karuizawa Syndrome,OVA
6368,"Mar 27, 2009 to May 29, 2009",8 min. per ep.,3,Magic,3869,4891,R - 17+ (violence & profanity),6.63,1740,Unknown,Finished Airing,Zexcs,Legend of Regios,Special
6372,28-Nov-09,1 hr. 22 min.,1,"Comedy, Drama, Mystery, Romance, Slice of Life, Thriller",612,1009,PG-13 - Teens 13 or older,7.73,67004,Original,Finished Airing,Production I.G,Higashi no Eden Movie I: The King of Eden,Movie
6374,"Oct 1, 1978 to Sep 30, 1979",23 min. per ep.,52,"Action, Adventure, Sci-Fi, Shounen",7378,5156,PG-13 - Teens 13 or older,6.56,265,Unknown,Finished Airing,Tatsunoko Production,Kagaku Ninja-tai Gatchaman II (Eagle Riders),TV
6375,"Oct 7, 1979 to Aug 31, 1980",24 min. per ep.,48,"Action, Adventure, Sci-Fi, Shounen",7555,4759,PG-13 - Teens 13 or older,6.66,232,Unknown,Finished Airing,Tatsunoko Production,Kagaku Ninja-tai Gatchaman F (Eagle Riders (2)),TV
6377,"Jul 5, 2009 to Sep 27, 2009",23 min. per ep.,13,"Parody, Comedy, School",1097,550,R - 17+ (violence & profanity),7.99,24952,Manga,Finished Airing,Shaft,Zan Sayonara Zetsubou Sensei,TV
6379,6-Oct-09,28 min.,1,"Comedy, Ecchi, School, Seinen",4041,2848,PG-13 - Teens 13 or older,7.16,2444,Unknown,Finished Airing,Xebec,Kyou no 5 no 2 (TV): Takarabako,OVA
6380,22-Jul-09,27 min.,1,"Action, Comedy, Sci-Fi",2791,2011,PG-13 - Teens 13 or older,7.39,6741,Manga,Finished Airing,A-1 Pictures,Tetsuwan Birdy Decode: The Cipher (Birdy the Mighty: Decode OVA),OVA
6381,"Jul 8, 2010 to Sep 23, 2010",24 min. per ep.,12,"Action, Military, Sci-Fi, Magic, Ecchi",1179,1897,R+ - Mild Nudity,7.42,27566,Original,Finished Airing,AIC Spirits,Strike Witches 2,TV
6383,"Apr 1, 1974 to Jun 28, 1974",6 min. per ep.,65,"Action, Adventure, Sci-Fi, Shounen",8500,5300,G - All Ages,6.52,107,Unknown,Finished Airing,"None found, add some",Chargeman Ken!,TV
6384,"Jun 21, 1991 to Dec 21, 1991",30 min. per ep.,2,"Action, Seinen",10779,9548,G - All Ages,6.15,20,Unknown,Finished Airing,"None found, add some",Ippon Bouchou Mantarou,OVA
6385,1-Jan-00,3 min.,1,"Kids, Fantasy",3860,6316,PG - Children,6.23,3361,Game,Finished Airing,OLM,Pokemon: Slowking no Ichinichi (Pokemon: Slowking&#039;s Day),Special
6390,28-Aug-91,3 min.,1,Sci-Fi,8150,7380,PG-13 - Teens 13 or older,5.73,301,Original,Finished Airing,Gainax,R20: Ginga Kuukou (Route 20: Galactic Airport),Special
6392,24-Apr-09,24 min.,1,"Ecchi, Sports",2922,8278,PG-13 - Teens 13 or older,4.89,7253,Original,Finished Airing,Studio Hibari,Issho ni Training: Training with Hinako,OVA
6397,"Oct 6, 1974 to Nov 26, 1976",25 min. per ep.,104,"Drama, Slice of Life",9414,5548,G - All Ages,6.46,88,Manga,Finished Airing,Tatsunoko Production,Tentou Mushi no Uta (Song of the Ladybug),TV
6399,27-May-09,4 min.,1,Music,3174,1486,G - All Ages,7.53,6169,Unknown,Finished Airing,Production I.G,Higashi no Eden: Falling Down,Mu
6401,10-May-08,4 min.,1,Music,2742,1952,PG-13 - Teens 13 or older,7.4,6278,Visual novel,Finished Airing,Shaft,ef: A Tale of Melodies. - Prologue,Special
6402,"Apr 24, 2009 to Jul 24, 2009",30 min. per ep.,2,Hentai,5348,/A,Rx - Hentai,6.4,1011,Original,Finished Airing,"None found, add some",Bakunyuu Maid Kari,OVA
6408,1-May-10,1 hr. 40 min.,1,"Mystery, Drama, Romance, School",1417,1313,PG-13 - Teens 13 or older,7.59,19393,Light novel,Finished Airing,Production I.G,&quot;Bungaku Shoujo&quot; Movie,Movie
6412,20-Sep-00,6 min. per ep.,6,Music,9338,7054,PG-13 - Teens 13 or older,5.92,62,Original,Finished Airing,"None found, add some",Yuki Terai,OVA
6413,1994,15 min.,1,"Action, Comedy, Supernatural",8551,5765,PG-13 - Teens 13 or older,6.39,174,Manga,Finished Airing,Toei Animation,Go! Go! Ackman,OVA
6418,2005,11 min.,1,"Action, Comedy, Shounen, Sports",4529,3848,PG-13 - Teens 13 or older,6.88,1810,Unknown,Finished Airing,Studio Gallop,Eyeshield 21: Jump Festa 2005 Special,Special
6419,16-Aug-89,47 min.,1,"Ecchi, Comedy, Romance, Seinen",9012,6881,R+ - Mild Nudity,6,73,Unknown,Finished Airing,"None found, add some",Cinderella Express,OVA
6421,"Aug 26, 2009 to Aug 25, 2010",15 min. per ep.,4,"Military, Adventure, Drama, Magic, Fantasy, Shounen",910,418,PG-13 - Teens 13 or older,8.1,38278,Manga,Finished Airing,Bones,Fullmetal Alchemist: Brotherhood Specials,Special
6422,"Apr 25, 2009 to Jun 25, 2009",31 min. per ep.,2,Hentai,5984,/A,Rx - Hentai,5.96,641,Visual novel,Finished Airing,Blue Cat,Cartagra: Tsuki Gurui no Yamai,OVA
6425,"Jun 6, 2009 to Sep 26, 2009",2 min. per ep.,16,"Game, Comedy, Ecchi",2731,6138,PG-13 - Teens 13 or older,6.29,6163,Card game,Finished Airing,Studio Hibari,Wei\xc3\x9f Survive,TV
6428,"Jul 6, 1983 to Dec 28, 1983",24 min. per ep.,26,"Action, Mecha, Super Power, Sci-Fi",8917,4981,R+ - Mild Nudity,6.61,70,Original,Finished Airing,"None found, add some",Psychoarmor Govarian,TV
6431,1931,6 min.,1,Comedy,8389,8338,G - All Ages,4.79,309,Original,Finished Airing,"None found, add some",Chameko no Ichinichi,Movie
6437,"Apr 24, 2009 to Nov 24, 2009",3 min. per ep.,9,"Adventure, Comedy, Sci-Fi, Space",6329,5877,R+ - Mild Nudity,6.36,612,Unknown,Finished Airing,Sunrise,Sora wo Kakeru Shoujo Picture Drama,Special
6438,17-Jun-09,22 min.,1,"Adventure, Comedy, Mystery, Police, Shounen",3156,446,PG-13 - Teens 13 or older,8.07,5863,Manga,Finished Airing,TMS Entertainment,Detective Conan OVA 09: The Stranger in 10 Years...,OVA
6443,"Jul 6, 2009 to Dec 22, 2009",26 min. per ep.,3,"Action, Ecchi, Adventure, Comedy",3177,6746,R+ - Mild Nudity,6.06,4429,Unknown,Finished Airing,"None found, add some",AIKa Zero,OVA
6444,"Oct 3, 2009 to Mar 27, 2010",20 min. per ep.,25,"Adventure, Supernatural, Fantasy, Shounen",901,982,PG-13 - Teens 13 or older,7.75,29377,Manga,Finished Airing,Studio Pierrot,Tegamibachi (Tegami Bachi: Letter Bee),TV
6447,25-Sep-99,45 min.,1,"Sci-Fi, Adventure, Mecha, Shounen",9569,8799,None,5.65,40,Manga,Finished Airing,"None found, add some",Break-Age,OVA
6448,"Jun 3, 1965 to May 27, 1966",25 min. per ep.,52,"Action, Sci-Fi, Space, Super Power",9483,11540,PG - Children,6.49,43,Unknown,Finished Airing,Eiken,Yuusei Shounen Papii (Prince Planet),TV
6452,"Jan 21, 1983 to Jan 27, 1984",25 min. per ep.,53,"Action, Mecha, Sci-Fi",8337,5441,PG-13 - Teens 13 or older,6.48,111,Original,Finished Airing,"None found, add some",Akuu Daisakusen Srungle (Macron One),TV
6460,19-Apr-97,1 hr. 39 min.,1,"Action, Adventure, Comedy, Kids, Shounen",6204,2278,G - All Ages,7.31,1019,Manga,Finished Airing,"None found, add some",Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,Movie
6462,24-Dec-83,24 min.,1,"Supernatural, Fantasy",8024,5655,G - All Ages,6.42,351,Manga,Finished Airing,Tezuka Productions,Amefuri Kozou,OVA
6463,3-Jan-06,16 min.,1,"Sci-Fi, Kids",5084,2356,G - All Ages,7.29,234,Original,Finished Airing,Studio Ghibli,Hoshi wo Katta Hi (The Day I Bought a Star),Movie
6465,"May 23, 2009 to Dec 30, 2010",30 min. per ep.,4,Hentai,4210,/A,Rx - Hentai,7.08,2112,Visual novel,Finished Airing,"None found, add some",Kangoku Senkan,OVA
6467,17-Apr-10,1 hr. 42 min.,1,"Action, Mystery, Police, Shounen",2113,236,G - All Ages,8.28,13698,Manga,Finished Airing,Tokyo Movie Shinsha,Detective Conan Movie 14: The Lost Ship in the Sky,Movie
6468,"Sep 25, 1971 to Jun 24, 1972",30 min. per ep.,40,"Slice of Life, Comedy",9099,5248,G - All Ages,6.54,85,Unknown,Finished Airing,"None found, add some",Tensai Bakabon,TV
6472,"Aug 15, 1994 to Dec 29, 1995",5 min. per ep.,35,Horror,7890,5026,PG-13 - Teens 13 or older,6.59,146,Unknown,Finished Airing,Group TAC,Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,TV
6479,24-Jun-09,9 min.,1,"Slice of Life, Romance, Shoujo Ai",2607,3551,PG-13 - Teens 13 or older,6.97,9521,Original,Finished Airing,AIC,Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron,Special
6481,"Apr 7, 2009 to Sep 29, 2009",11 min. per ep.,26,Kids,9634,11067,PG - Children,5.8,20,Unknown,Finished Airing,Asahi Production,Sugar Bunnies Fleur,TV
6482,"Apr 1, 2008 to Sep 30, 2008",8 min. per ep.,26,Kids,9821,11065,PG - Children,6.73,22,Unknown,Finished Airing,Asahi Production,Sugar Bunnies Chocolate!,TV
6484,1991,15 min.,1,"Action, Comedy",8874,6570,PG - Children,6.14,118,Unknown,Finished Airing,"None found, add some",Chokin Senshi Cashman,OVA
6489,"Sep 25, 2008 to Mar 25, 2009",3 min. per ep.,7,"Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School",1969,3286,PG-13 - Teens 13 or older,7.05,12086,Unknown,Finished Airing,J.C.Staff,Zero no Tsukaima: Princesses no Rondo Picture Drama,Special
6491,"May 1, 2009 to May 12, 2009",1 min. per ep.,12,"Music, Slice of Life",7158,7702,G - All Ages,5.5,542,Music,Finished Airing,"None found, add some",Scandal,ONA
6492,22-Jun-94,30 min.,1,"Drama, Magic, Fantasy, Shoujo",8614,5189,G - All Ages,6.55,153,Unknown,Finished Airing,"None found, add some",Minky Momo in Tabidachi no Eki,OVA
6496,12-Jul-97,38 min.,1,"Adventure, Comedy, Magic, Romance",6337,6304,R - 17+ (violence & profanity),6.23,512,Unknown,Finished Airing,Toei Animation,Cutey Honey Flash: The Movie,Movie
6500,"Jan 10, 2010 to Jun 20, 2010",24 min. per ep.,24,"Action, Super Power, Supernatural, Ecchi, Seinen",367,4280,R+ - Mild Nudity,6.78,65161,Manga,Finished Airing,Hoods Entertainment,Seikon no Qwaser (The Qwaser of Stigmata),TV
6505,"Apr 20, 2003 to Dec 9, 2008",5 min. per ep.,5,"Comedy, Romance",2668,445,G - All Ages,8.08,8934,Unknown,Finished Airing,"None found, add some",There She Is!!,ONA
6509,"Mar 27, 1988 to Jun 9, 1996",25 min. per ep.,331,"Slice of Life, Comedy, Drama",6991,4889,PG - Children,6.63,532,Manga,Finished Airing,Studio Gallop,Kiteretsu Daihyakka (Kiteretsu Encyclopedia),TV
6511,"Feb 3, 1999 to Sep 29, 1999",23 min. per ep.,35,"Action, Adventure, Mecha, Shounen, Super Power",6743,4709,PG - Children,6.67,569,Unknown,Finished Airing,Production Reed,Beast Wars Neo,TV
6512,"Oct 2, 2009 to Dec 18, 2009",24 min. per ep.,12,"Harem, Comedy, Romance",387,2117,PG-13 - Teens 13 or older,7.36,86349,Manga,Finished Airing,AIC,Nyan Koi!,TV
6513,"Apr, 2009",18 min.,1,"Space, Music",8054,7226,G - All Ages,5.82,279,Unknown,Finished Airing,"None found, add some",Ravex in Tezuka World,OVA
6517,20-Dec-08,1 hr. 30 min.,1,Kids,9868,9056,G - All Ages,6.85,27,Unknown,Finished Airing,"None found, add some",Eiga! Tamagotchi Uchuu Ichi Happy na Monogatari!?,Movie
6518,15-Dec-07,1 hr. 27 min.,1,Kids,9214,5152,G - All Ages,6.56,133,Unknown,Finished Airing,"None found, add some",Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?,Movie
6519,12-Jul-97,2 hr.,1,Kids,10306,11129,G - All Ages,6.14,29,Unknown,Finished Airing,"None found, add some",Tamagotchi Honto no Hanashi,Movie
6520,"Jul 7, 1997 to Mar 21, 1998",20 min. per ep.,27,"Comedy, Fantasy, Kids, Slice of Life",9275,6106,G - All Ages,6.29,51,Unknown,Finished Airing,"None found, add some",Anime TV de Hakken! Tamagotchi,TV
6522,"Oct, 2006 to Dec, 2006",7 min. per ep.,7,Kids,10685,11349,G - All Ages,6.12,26,Unknown,Finished Airing,"None found, add some",Usahana: Yumemiru Ballerina,Special
6523,"Nov 27, 2003 to May 18, 2004",5 min. per ep.,52,Kids,9840,6089,G - All Ages,6.3,60,Unknown,Finished Airing,"None found, add some",Porong Porong Pororo,TV
6524,24-Nov-04,1 hr. 11 min.,1,"Kids, Adventure",11466,10630,G - All Ages,5.65,20,Unknown,Finished Airing,"None found, add some",Pororo Daemoheom (Pororo to the Cookie Castle),Special
6525,"May 14, 2009 to Aug 11, 2009",5 min. per ep.,10,"Slice of Life, Comedy",6472,7635,G - All Ages,5.55,466,Original,Finished Airing,"None found, add some",Peeping Life,TV
6527,31-Oct-09,1 hr. 10 min.,1,"Action, Comedy, Fantasy, Magic, Shoujo",5844,4123,G - All Ages,6.81,991,Original,Finished Airing,Toei Animation,Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,Movie
6528,"Aug 21, 2009 to Oct 23, 2009",30 min. per ep.,3,Comedy,10099,11358,None,6.58,19,Unknown,Finished Airing,DLE,Utsurun Desu.,OVA
6531,"May 25, 2009 to Aug 25, 2009",30 min. per ep.,2,Hentai,5220,/A,Rx - Hentai,6.79,1247,Visual novel,Finished Airing,"None found, add some",Kimihagu,OVA
6533,5-Mar-08,3 min.,1,Music,6487,4834,G - All Ages,6.64,1002,Unknown,Finished Airing,Studio 4°C,Atarashii Sekai (New World),Mu
6535,1963,4 min.,1,"Dementia, Psychological, Romance",5907,8450,PG-13 - Teens 13 or older,4.48,1301,Original,Finished Airing,"None found, add some",Ai (Love),Movie
6546,11-Nov-07,30 min.,1,Yaoi,3955,/A,PG-13 - Teens 13 or older,5.16,2806,Original,Finished Airing,Natural High,Pico: My Little Summer Story,OVA
6547,"Apr 3, 2010 to Jun 26, 2010",24 min. per ep.,13,"Action, Comedy, Drama, School, Supernatural",5,176,PG-13 - Teens 13 or older,8.36,537587,Original,Finished Airing,P.A. Works,Angel Beats!,TV
6548,27-May-09,4 min.,1,"Ecchi, Music",2308,2620,PG-13 - Teens 13 or older,7.23,11833,Original,Finished Airing,Gainax,Tengen Toppa Gurren Lagann: Kirameki\xe2\x98\x85Yoko Box - Pieces of Sweet Stars,Mu
6553,2008,16 min.,1,"Comedy, Romance, Shounen Ai",2372,1195,PG-13 - Teens 13 or older,7.64,9095,Manga,Finished Airing,Studio Deen,Junjou Romantica Special,Special
6554,20-Jun-09,1 hr. 10 min.,1,"Kids, Adventure",7692,3153,G - All Ages,7.08,360,Unknown,Finished Airing,Studio Gallop,Kawa no Hikari,Special
6555,1-Aug-09,20 min.,1,"Adventure, Comedy, Fantasy, Kids",4678,5240,PG - Children,6.54,1489,Game,Finished Airing,OLM,Pokemon: Pikachu no Kirakira Daisousaku!,Special
6557,"Oct 9, 1993 to May 10, 1994",25 min. per ep.,4,"Adventure, Comedy, Fantasy, Magic",8467,5860,PG-13 - Teens 13 or older,6.36,168,Novel,Finished Airing,J.C.Staff,Fortune Quest: Yo ni mo Shiawase na Boukensha-tachi,OVA
6558,"Aug 25, 2009 to Sep 17, 2010",28 min. per ep.,3,"Hentai, Yuri",4760,/A,Rx - Hentai,6.21,1260,Visual novel,Finished Airing,"None found, add some",Choukou Sennin Haruka,OVA
6560,2001 to 2006,4 min. per ep.,39,"Comedy, Dementia",6043,3312,PG - Children,7.04,669,Unknown,Finished Airing,"None found, add some",Popee the Performer,TV
