ID,Aired,Duration,Episodes,Genres,Popularity,Ranked,Rating,Score,Source,Status,Studios,Title,Type
2819,"Dec 2, 1989 to Apr 5, 1991",24 min. per ep.,43,"Action, Adventure, Fantasy, Shounen",5732,3111,G - All Ages,7.09,Game,Finished Airing,"None found, add some",Dragon Quest: Abel Yuusha Densetsu (Dragon Warrior),TV
2820,"Oct 19, 1989 to Aug 26, 1990",23 min. per ep.,39,"Action, Kids, Adventure, Comedy",7233,1668,PG-13 - Teens 13 or older,7.48,Original,Finished Airing,"Tatsunoko Production,       Production Reed,       Asahi Production",Time Travel Tondekeman! (Time Quest),TV
2821,"Oct 11, 2002 to Jan 10, 2003",28 min. per ep.,2,Hentai,6579,/A,Rx - Hentai,5.49,Unknown,Finished Airing,"None found, add some",Bad End (Voyeur&#039;s Digest),OVA
2822,"Apr 4, 1997 to Mar 27, 1998",25 min. per ep.,52,Comedy,9026,5731,None,6.4,Unknown,Finished Airing,Telescreen BV,Bamboo Bears,TV
2823,"Oct 13, 1974 to Sep 28, 1975",5 min. per ep.,45,"Fantasy, Comedy",6635,6227,PG - Children,6.25,Picture book,Finished Airing,Topcraft,Barbapapa,TV
2824,"Jul 5, 1999 to Oct 8, 1999",5 min. per ep.,50,"Adventure, Comedy",8315,6544,G - All Ages,6.14,Picture book,Finished Airing,Studio Pierrot,Barbapapa Sekai wo Mawaru (Barbapapa Around the World),TV
2825,"Oct 1, 1975 to Sep 29, 1976",25 min. per ep.,52,"Adventure, Fantasy, Magic, Romance",5246,2436,G - All Ages,7.27,Book,Finished Airing,Nippon Animation,Arabian Nights: Sindbad no Bouken (TV),TV
2826,"Oct 6, 1986 to Sep 28, 1987",25 min. per ep.,52,"Adventure, Kids, Fantasy",7131,3994,G - All Ages,6.85,Book,Finished Airing,"None found, add some",Oz no Mahoutsukai (1986) (The Wonderful Wizard of Oz),TV
2827,"Oct 15, 1974 to Sep 30, 1975",25 min. per ep.,45,Comedy,5643,6229,G - All Ages,6.25,Unknown,Finished Airing,Toei Animation,Calimero,TV
2828,"Oct 2, 1977 to Oct 1, 1978",24 min. per ep.,51,"Adventure, Drama, Historical, Kids, Slice of Life",4254,729,G - All Ages,7.87,Novel,Finished Airing,"Madhouse,       TMS Entertainment",Ie Naki Ko,TV
2829,"Sep 1, 1996 to Mar 23, 1997",23 min. per ep.,23,"Adventure, Slice of Life, Historical, Drama",3622,496,G - All Ages,8.03,Novel,Finished Airing,Nippon Animation,Ie Naki Ko Remi (Sans Famille),TV
2830,17-Mar-70,1 hr. 21 min.,1,"Slice of Life, Adventure, Drama",8859,6231,G - All Ages,6.25,Unknown,Finished Airing,Toei Animation,Chibikko Remi to Meiken Kapi,Movie
2831,15-Mar-80,1 hr. 36 min.,1,"Slice of Life, Adventure, Drama",8443,4322,PG - Children,6.77,Unknown,Finished Airing,"None found, add some",Ie Naki Ko (Movie),Movie
2832,"Jun 7, 2007 to Jun 27, 2007",1 min. per ep.,15,"Slice of Life, Adventure, Fantasy, Magic, Game, Martial Arts, Comedy, Mecha, Super Power, Supernatural, School, Drama, Sci-Fi",2778,3493,PG-13 - Teens 13 or older,6.99,Original,Finished Airing,"Gonzo,       Gainax,       Production I.G,       Madhouse,       Studio 4°C,       Satelight,       CoMix Wave Films",Ani*Kuri15,Special
